ALS2CL BCAS1 13.0
ALS2CL BZRAP1 12.0
ALS2CL CALML3 13.0
ALS2CL CAPG 14.0
ALS2CL CASP14 14.0
ALS2CL CCL3 10.0
ALS2CL CD44 12.0
ALS2CL CD59 11.0
ALS2CL CD79A 16.0
ALS2CL CD79B 10.0
ALS2CL CEACAM5 14.0
ALS2CL CEACAM6 10.0
ALS2CL CHD6 12.0
ALS2CL CIITA 19.0
ALS2CL CORO1A 15.0
ALS2CL CSF2 13.0
ALS2CL CYP1B1 14.0
ALS2CL DARS 12.0
ALS2CL DLK2 12.0
ALS2CL DSC1 10.0
ALS2CL DSG3 10.0
ALS2CL DUSP22 10.0
ALS2CL EBI3 16.0
ALS2CL EHF 12.0
ALS2CL ETFB 14.0
ALS2CL EVL 14.0
ALS2CL FCER2 21.0
ALS2CL FERMT1 12.0
ALS2CL FGD2 11.0
ALS2CL FRMD6 12.0
ALS2CL FXYD3 15.0
ALS2CL GJB3 14.0
ALS2CL GNA15 15.0
ALS2CL GRAP2 10.0
ALS2CL GRHL3 13.0
ALS2CL HCST 13.0
ALS2CL HIST1H2BD 11.0
ALS2CL HLA-DMA 14.0
ALS2CL HLA-DPB1 12.0
ALS2CL HLA-DQA1 12.0
ALS2CL HLA-DQB1 12.0
ALS2CL HLA-DRA 12.0
ALS2CL HOXC6 10.0
ALS2CL HVCN1 15.0
ALS2CL ICAM3 14.0
ALS2CL IFI27 12.0
ALS2CL IFIT1 10.0
ALS2CL IL12RB1 15.0
ALS2CL IL1RN 11.0
ALS2CL IL21R 20.0
ALS2CL IL23R 10.0
ALS2CL ITGAL 17.0
ALS2CL ITGAX 15.0
ALS2CL ITGB4 12.0
ALS2CL ITGB7 12.0
ALS2CL KLC3 12.0
ALS2CL KRT1 12.0
ALS2CL KRT13 14.0
ALS2CL KRT14 13.0
ALS2CL KRT15 13.0
ALS2CL KRT18 12.0
ALS2CL KRT4 10.0
ALS2CL KRT5 12.0
ALS2CL KRT6C 13.0
ALS2CL LAMA3 14.0
ALS2CL LAMC2 11.0
ALS2CL LAPTM5 10.0
ALS2CL LCP1 15.0
ALS2CL LITAF 10.0
ALS2CL LRMP 15.0
ALS2CL LSR 18.0
ALS2CL LY86 18.0
ALS2CL MLPH 14.0
ALS2CL MS4A1 13.0
ALS2CL MYH14 14.0
ALS2CL MYL2 14.0
ALS2CL MYO1B 14.0
ALS2CL NCOA3 14.0
ALS2CL NEK6 15.0
ALS2CL OPTN 16.0
ALS2CL P2RY2 10.0
ALS2CL PARD6B 10.0
ALS2CL PGK1 13.0
ALS2CL PLA1A 10.0
ALS2CL PLCG2 15.0
ALS2CL PLEK 12.0
ALS2CL PRMT1 10.0
ALS2CL PRNP 12.0
ALS2CL PSTPIP1 10.0
ALS2CL PTHLH 13.0
ALS2CL PTPN6 11.0
ALS2CL PTPRC 13.0
ALS2CL PVRL4 13.0
ALS2CL PYGL 10.0
ALS2CL RAB38 10.0
ALS2CL RHOH 13.0
ALS2CL RUNX3 16.0
ALS2CL SCEL 12.0
ALS2CL SELPLG 10.0
ALS2CL SEMA7A 10.0
ALS2CL SERPINB3 12.0
ALS2CL SERPINE2 12.0
ALS2CL SP140 15.0
ALS2CL SPIB 13.0
ALS2CL SPN 15.0
ALS2CL ST14 10.0
ALS2CL ST6GALNAC2 13.0
ALS2CL STARD13 13.0
ALS2CL SULT2A1 11.0
ALS2CL TDRD1 12.0
ALS2CL TGM1 12.0
ALS2CL THBS1 11.0
ALS2CL TLR1 15.0
ALS2CL TLR10 15.0
ALS2CL TLR6 13.0
ALS2CL TLR7 13.0
ALS2CL TNFRSF13B 10.0
ALS2CL TRIM69 11.0
ALS2CL YAP1 12.0
ALS2CL ZBTB32 13.0
ALS2CL ZNF365 12.0
ALS2CL ICOS 9.0
ALS2CL LYPD3 9.0
ALS2CL SORL1 8.0
APP ALOX5AP 13.0
APP APBB1IP 12.0
APP APLP2 13.0
APP ARPC1A 17.0
APP ASCL1 17.0
APP BCAS1 21.0
APP BZRAP1 16.0
APP CALML3 19.0
APP CAPG 20.0
APP CASP14 20.0
APP CCL3 12.0
APP CD44 13.0
APP CD59 14.0
APP CD7 12.0
APP CD79A 22.0
APP CEACAM5 21.0
APP CEACAM6 16.0
APP CHD6 14.0
APP CIITA 22.0
APP CORO1A 22.0
APP CSF2 17.0
APP CYP1B1 21.0
APP DARS 19.0
APP DLK2 16.0
APP DSC1 14.0
APP DSG3 15.0
APP DUSP22 13.0
APP EBI3 20.0
APP EHF 14.0
APP ERBB3 12.0
APP ETFB 21.0
APP EVL 17.0
APP FBXW7 12.0
APP FCER2 28.0
APP FERMT1 17.0
APP FGD2 14.0
APP FRMD6 13.0
APP FXYD3 22.0
APP GJB3 15.0
APP GNA15 21.0
APP GRAP2 12.0
APP GRHL3 21.0
APP HCST 20.0
APP HIST1H2BD 18.0
APP HIST2H2BE 13.0
APP HLA-DMA 18.0
APP HLA-DPB1 17.0
APP HLA-DQA1 17.0
APP HLA-DQB1 16.0
APP HLA-DRA 17.0
APP HVCN1 18.0
APP ICAM3 18.0
APP IFI27 15.0
APP IFIT1 12.0
APP IL12RB1 21.0
APP IL1RN 13.0
APP IL21R 26.0
APP IL23R 12.0
APP ITGAL 24.0
APP ITGAX 22.0
APP ITGB4 17.0
APP ITGB7 13.0
APP KLC3 17.0
APP KLF6 12.0
APP KLK5 12.0
APP KLK6 12.0
APP KRT1 16.0
APP KRT13 21.0
APP KRT14 20.0
APP KRT15 20.0
APP KRT18 13.0
APP KRT5 17.0
APP KRT6C 18.0
APP LAMA3 20.0
APP LAMC2 14.0
APP LCP1 21.0
APP LRMP 22.0
APP LRPPRC 14.0
APP LSR 24.0
APP LY86 22.0
APP MLPH 18.0
APP MS4A1 16.0
APP MYH14 20.0
APP MYL2 20.0
APP MYO1B 21.0
APP NCOA3 16.0
APP NEK6 21.0
APP NUP214 12.0
APP OFD1 13.0
APP OPTN 21.0
APP P2RY2 16.0
APP PGK1 18.0
APP PLCG2 22.0
APP PLEK 16.0
APP PMF1 13.0
APP PPP1R13B 12.0
APP PRMT1 14.0
APP PRNP 18.0
APP PTHLH 17.0
APP PTPN6 12.0
APP PTPRC 15.0
APP PVRL4 15.0
APP PYGL 13.0
APP RDX 12.0
APP RHOH 16.0
APP RUNX3 24.0
APP SCEL 17.0
APP SERPINB3 20.0
APP SERPINE2 14.0
APP SP140 22.0
APP SPIB 18.0
